assembly_accession	biosample	organism	rule_id	field	value	condition	evidence	status	detail
GCA_008692605.1	SAMN03734919	Sphingobium estronivorans	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_008795865.1	SAMN07422334	Lysinibacillus fusiformis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_008795925.1	SAMN07423558	Lysinibacillus sp. VIA-II-2016	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_008801845.1	SAMN12697576	Ideonella dechloratans	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008801845.1	SAMN12697576	Ideonella dechloratans	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008801975.1	SAMN12697567	Castellaniella defragrans	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_008802215.1	SAMN12697555	Acinetobacter guillouiae	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_008802275.1	SAMN12697552	Acinetobacter bohemicus	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_008806645.1	SAMN12822722	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_008806675.1	SAMN12822948	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_008806685.1	SAMN12823250	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_008806715.1	SAMN12823353	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_008806725.1	SAMN12823721	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_008806805.1	SAMN12823574	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_008806835.1	SAMN12823904	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_008807395.1	SAMN12606040	Pseudomonas sp. C27(2019)	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_008807855.1	SAMN09945366	Cupriavidus oxalaticus	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_008824305.1	SAMN03339978	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008828805.1	SAMN03339966	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008829325.1	SAMN03339971	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008831135.1	SAMN12810920	Pseudoclavibacter chungangensis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_008832265.1	SAMN03339967	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008832305.1	SAMN03431352	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008832655.1	SAMN03431345	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008833025.1	SAMN03339984	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008843385.1	SAMN03431358	Salmonella enterica subsp. enterica serovar Enteritidis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008843455.1	SAMN03339983	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008846905.1	SAMN03339981	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008846925.1	SAMN03431351	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008846945.1	SAMN03431339	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008847105.1	SAMN03431346	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008847125.1	SAMN03431348	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008847165.1	SAMN03431356	Salmonella enterica subsp. enterica serovar Typhimurium	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008847185.1	SAMN03431360	Salmonella enterica subsp. enterica serovar Enteritidis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008866505.1	SAMN03431331	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008866545.1	SAMN03431338	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008866565.1	SAMN03339986	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008866605.1	SAMN03339985	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008866625.1	SAMN03431335	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008866645.1	SAMN03431333	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008866665.1	SAMN03431353	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008866685.1	SAMN03431336	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008866705.1	SAMN03431330	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008866725.1	SAMN03431343	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008866745.1	SAMN03431355	Salmonella enterica subsp. enterica serovar Typhimurium	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008866765.1	SAMN03431354	Salmonella enterica subsp. enterica serovar Typhimurium	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008866785.1	SAMN03431350	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008868855.1	SAMN03431357	Salmonella enterica subsp. enterica serovar Typhimurium	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008868925.1	SAMN03431361	Salmonella enterica subsp. enterica serovar Enteritidis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008869045.1	SAMN03431359	Salmonella enterica subsp. enterica serovar Enteritidis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008875505.1	SAMN03431342	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008875545.1	SAMN03431341	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008884105.1	SAMN03431347	Salmonella enterica subsp. enterica serovar Derby	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008924125.1	SAMN05366710	Salmonella enterica subsp. enterica serovar Corvallis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008924225.1	SAMN05366711	Salmonella enterica subsp. enterica serovar Corvallis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008924725.1	SAMN05366712	Salmonella enterica subsp. enterica serovar Corvallis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008932765.1	SAMN12821277	Brucella anthropi	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater/sewage treatment plant	existing_different	existing_different
GCA_008946485.1	SAMN05661338	Salmonella enterica subsp. enterica serovar Senftenberg	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008946645.1	SAMN05661339	Salmonella enterica subsp. enterica serovar Senftenberg	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008946685.1	SAMN05661340	Salmonella enterica subsp. enterica serovar Senftenberg	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008946695.1	SAMN05661341	Salmonella enterica subsp. enterica serovar Senftenberg	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008946745.1	SAMN05661344	Salmonella enterica subsp. enterica serovar Senftenberg	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008947665.1	SAMN05661342	Salmonella enterica subsp. enterica serovar Senftenberg	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008950485.1	SAMN05736202	Salmonella enterica subsp. enterica serovar Muenster	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008950785.1	SAMN05736203	Salmonella enterica subsp. enterica serovar Muenster	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008950885.1	SAMN05736201	Salmonella enterica subsp. enterica serovar Muenster	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008951105.1	SAMN05736199	Salmonella enterica subsp. enterica serovar Muenster	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008951145.1	SAMN05736200	Salmonella enterica subsp. enterica serovar Muenster	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008977665.1	SAMN05846485	Salmonella enterica subsp. enterica serovar Bareilly	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008977725.1	SAMN05846482	Salmonella enterica subsp. enterica serovar Bareilly	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008977795.1	SAMN05846483	Salmonella enterica subsp. enterica serovar Bareilly	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008977845.1	SAMN05846484	Salmonella enterica subsp. enterica serovar Bareilly	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_008982705.1	SAMN05901172	Salmonella enterica subsp. enterica serovar Muenster	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_009046765.1	SAMN06241721	Salmonella enterica subsp. enterica serovar Montevideo	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_009047705.1	SAMN06241722	Salmonella enterica subsp. enterica serovar Montevideo	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_009068775.1	SAMN06241720	Salmonella enterica subsp. enterica serovar Montevideo	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_009073745.1	SAMN06269335	Salmonella enterica subsp. enterica serovar Typhimurium	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
