synonym,source_column,original_value,normalized_value,destination,category,proposed_value,broad_value,ontology_id,method,confidence,status,note
Poultry meat dishes,,Poultry meat dishes,poultry meat dishes,Isolation_Source_SD,poultry meat/product,poultry meat/product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
"Vegetable, spicies",,"Vegetable, spicies",vegetable spicies,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
potato salad,,potato salad,potato salad,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=30; food/source pattern
Meat processing equipment,,Meat processing equipment,meat processing equipment,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=4; food/source pattern
cattle fecal sample,,cattle fecal sample,cattle fecal sample,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; fecal/stool material
Fecal samples of patients suffering diarrhea,,Fecal samples of patients suffering diarrhea,fecal samples of patients suffering diarrhea,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; fecal/stool material
stool from botulism patient,,stool from botulism patient,stool from botulism patient,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; fecal/stool material
stool sample from healthy individual,,stool sample from healthy individual,stool sample from healthy individual,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; fecal/stool material
lab enrichment culture in anaerobic medium,,lab enrichment culture in anaerobic medium,lab enrichment culture in anaerobic medium,Sample_Type_SD,enrichment culture,enrichment culture,metadata descriptor / non-source,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; culture pattern
soil under a cannonball tree,,soil under a cannonball tree,soil under a cannonball tree,Environment_Medium_SD,soil,soil,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; soil/agricultural material
Poultry meat shop,,Poultry meat shop,poultry meat shop,Isolation_Source_SD,poultry meat/product,poultry meat/product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Eastern Mediterranean water,,Eastern Mediterranean water,eastern mediterranean water,Environment_Medium_SD,seawater,seawater,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; targeted suspicious fallback refinement 2026-04-30
water sample from Deepwater horizon oil spill sea surface treated with treated with phenanthrene in a stable-isotope probing (SIP) experiment,,water sample from Deepwater horizon oil spill sea surface treated with treated with phenanthrene in a stable-isotope probing (SIP) experiment,water sample from deepwater horizon oil spill sea surface treated with treated with phenanthrene in a stable isotope probing sip experiment,Environment_Medium_SD,seawater,seawater,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; targeted suspicious fallback refinement 2026-04-30
water-CK-2,,water-CK-2,water ck 2,Environment_Medium_SD,environmental water,environmental water,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; targeted suspicious fallback refinement 2026-04-30
sediment inoculated into enrichment culture with sulfur,,sediment inoculated into enrichment culture with sulfur,sediment inoculated into enrichment culture with sulfur,Sample_Type_SD,enrichment culture,enrichment culture,metadata descriptor / non-source,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; culture pattern
infant oatmeal cereal with fruit,,infant oatmeal cereal with fruit,infant oatmeal cereal with fruit,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
swab of bottle nipple,,swab of bottle nipple,swab of bottle nipple,Sample_Type_SD,food/animal-production swab,food/animal-production swab,environmental/food-production sample,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; generic swab; targeted suspicious fallback refinement 2026-04-30
almond butter,,almond butter,almond butter,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=23; food/source pattern
sprouted almond butter,,sprouted almond butter,sprouted almond butter,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
environmental swab sponge from surface,,environmental swab sponge from surface,environmental swab sponge from surface,Sample_Type_SD,environmental swab,environmental swab,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=7; swab pattern
feces from asymptomatic infant,,feces from asymptomatic infant,feces from asymptomatic infant,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; fecal/stool material
Cereal-based food (noodle) for infant,,Cereal-based food (noodle) for infant,cereal based food noodle for infant,Isolation_Source_SD,food/food product,food/food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
strawberry,,strawberry,strawberry,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=24; food/source pattern
ocean water at depth 4950m,,ocean water at depth 4950m,ocean water at depth 4950m,Environment_Medium_SD,seawater,seawater,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern
water sample collected from a newly drilled coal seam bore well (65 hours after drilling),,water sample collected from a newly drilled coal seam bore well (65 hours after drilling),water sample collected from a newly drilled coal seam bore well 65 hours after drilling,Environment_Medium_SD,seawater,seawater,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; targeted suspicious fallback refinement 2026-04-30
Artificial pond water,,Artificial pond water,artificial pond water,Environment_Medium_SD,pond water,pond water,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern
river water; unialgal nonaxenic culture,,river water; unialgal nonaxenic culture,river water unialgal nonaxenic culture,Environment_Medium_SD,river water,river water,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern
freshwater river sediment; PCE enrichment culture,,freshwater river sediment; PCE enrichment culture,freshwater river sediment pce enrichment culture,Sample_Type_SD,enrichment culture,enrichment culture,metadata descriptor / non-source,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; culture pattern
